,zipcode,Avg Adj Gross Income,%Elderly,%Single,%Joint,%HeadofH,avgDep
16700,57235,57.82820512820513,0.3076923076923077,0.38461538461538464,0.48717948717948717,0.07692307692307693,0.6153846153846154
16701,57237,75.10967741935484,0.41935483870967744,0.3548387096774194,0.5483870967741935,0.06451612903225806,0.5161290322580645
16702,57238,49.99090909090909,0.2727272727272727,0.5,0.45454545454545453,0.0,0.5909090909090909
16703,57239,63.45454545454545,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.0,0.36363636363636365
16704,57241,58.126666666666665,0.2222222222222222,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.8666666666666667
16705,57242,66.23684210526316,0.2631578947368421,0.3684210526315789,0.5263157894736842,0.0,1.0526315789473684
16706,57243,46.13666666666666,0.23333333333333334,0.4666666666666667,0.4666666666666667,0.0,0.5666666666666667
16707,57247,67.3,0.5555555555555556,0.3888888888888889,0.5555555555555556,0.0,0.2222222222222222
16708,57248,66.99574468085106,0.2765957446808511,0.40425531914893614,0.5531914893617021,0.0425531914893617,1.0
16709,57249,58.52291666666667,0.3333333333333333,0.4791666666666667,0.4583333333333333,0.041666666666666664,0.4375
16710,57252,61.12008547008547,0.3076923076923077,0.45726495726495725,0.452991452991453,0.08974358974358974,0.6111111111111112
16711,57255,47.778260869565216,0.30434782608695654,0.4782608695652174,0.391304347826087,0.08695652173913043,0.5217391304347826
16712,57257,35.76923076923077,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.3076923076923077,1.0769230769230769
